genre,question,answer,a,b,c,d
science-technology,"In medical terms, what is a CVA?",3,An aneurysm,A type of accountant,A heart attack,A stroke
science-technology,"If you were taking a course in entomology, what would you be studying?",3,Rocks,Snakes,Mold,Insects
science-technology,"This science studies signs, both individually and grouped in sign systems.",1,Anthology,Semiology,Linguistics,Theology
science-technology,What part of the human body does the science periodontics study?,0,Gums and mouth,Eyes,Finger and toes,Ears
science-technology,What scientists study recent or fossilized skeletal remains in order to find traces of ancient diseases?,2,Mycologists,Parapsychologists,Paleopathologists,Epidemiologists
science-technology,"People who suffer from this condition tend to be self-destructive. They may use drugs, or engage in promiscuous sexual activities.",2,Obsessive Compulsive Disorder,Panic Disorder,Borderline Personality Disorder,Generalized Anxiety Disorder
science-technology,"People with this disorder engage in idiosyncratic behaviors, such as wearing an odd-looking hat every day, or wearing their pants backwards.",2,Antisocial Personality Disorder,Narcissistic Personality Disorder,Schizotypal Personality Disorder,Histrionic Personality Disorder
science-technology,"This disorder, also known as manic depression, involves high risk of death through suicide.",2,Dependent Personality Disorder,Antisocial Personality Disorder,Bipolar Disorder,Schizophrenia
science-technology,People suffreing from this mental illness manifest a psychiatric condition as a physical complaint.,2,Agoraphobia,Kleptomania,Somatization Disorder,Munchausen Syndrome
science-technology,A person with this disorder has fluctuating levels of orientation.,3,Dementia,Psychosis,Delusional State,Delirium
science-technology,"An old adage states, Neurotics build castles in the sand. Psychotics live in them.  Which one of the following disorders is not considered a neurosis?",0,Schizoid Personality Disorder,Obsessive-Compulsive Disorder,Panic Disorder,Agoraphobia
science-technology,"According to statistics, which of the following people is most likely to commit suicide?",1,A recovering alcoholic.,A middle-aged divorced man.,A middle-aged divorced woman living alone.,A teenage boy who smokes marijuana.
science-technology,Three of the following four disorders are actually different names for the same disease. Which is the odd one?,2,Antisocial Personality,Psychopath,Maniac,Sociopath
science-technology,People with this disorder have difficulty engaging in everyday human interaction.,0,Autism,Huntingtons Disease,Cerebral Palsy,Addisons Disease
science-technology,"Located in the upper anterior portion of the chest cavity, the thymus is an organ belonging to which system of the human body?",2,Endocrine system,Integumentary system,Lymphatic System,Nervous system
science-technology,Which are the endocrine systems so-called instant messengers used to affect distant cells within specific organs?,3,Nephrons,Neurons,Acids,Hormones
science-technology,"In humans, which of these organs belongs to the integumentary system?",0,Skin,Tonsils,Liver,Pharynx
science-technology,Mucus is a slippery secretion of the lining of various membranes typical for which system of the human body?,0,All of these,Reproductive system,Digestive system,Respiratory system
science-technology,Which of the following is not a function of the circulatory system?,0,Excretion of unwanted substances,Stabilizing body temperature,Maintaing pH,Transport of vital substances
science-technology,Emphysema is a chronic disease affecting the organs of which system of the body?,0,Respiratory system,Skeletal system,Urinary system,Digestive system
science-technology,"The most complete Australopithecus skeleton, dubbed Lucy,  was found in 1974.  She was 1.10m (3 7) tall and weighed about 30kg (66lbs).  Anthropologists named the skeleton after this Lucy.",2,Lucille Ball from the TV show I Love Lucy,Lucy of Lucy Clothing Manufacturers,Lucy from The Beatles song Lucy in the Sky with Diamonds,Actress Lucy Liu
science-technology,Which part of a building is also a computer operating system name?,1,Doors,Windows,Balcony,Loggia
science-technology,Which animal can be connected to a computer USB port?,1,Dog,Mouse,Rat,Cat
science-technology,Which of these is a popular database name?,1,Mosque,Oracle,Shrine,Church
science-technology,Which bathroom item is also a communication protocol?,2,BRUSH,GEL,SOAP,COMB
science-technology,Which wall is used for computer protection in the Internet or other networks?,0,Firewall,Wooden wall,Brickwall,Protective wall
science-technology,"Which celestial body is also a name of a big American vendor of computers, computer components and software?",0,Sun,Venus,Moon,Pluto
science-technology,Which commercial building can also store data?,0,Warehouse,Super market,Store,Shop
science-technology,The name of which animal group is also a collective name for software errors?,3,Insects,Spiders,Ants,Bugs
science-technology,Which of these is a computer for bulk data processing?,3,A-frame,Body-on-frame,Window-frame,Mainframe
science-technology,Which hat is a distribution of the Linux operating system?,2,Black Hat,White Hat,Red Hat,Blue Hat
science-technology,The name of which Native American group is also a name of an open source organization?,3,Iroquois,Navajo,Cherokees,Apache
science-technology,The name of which island is also a computer programming language name?,2,Cuba,Jamaica,Java,Malta
science-technology,How many bones (on average) does the human body contain?,1,207,206,208,205
science-technology,Which statement correctly describes the superior vena cava?,3,II is the large vein that carries de-oxygenated blood from the lower half of the body into the heart.,"It is the largest artery in the human body, originating from the left ventricle of the heart and bringing oxygenated blood to all parts of the body",It is a vein that carries oxygen-rich blood from the lungs to the left atrium of the heart and is the only vein in the post-fetal human body that carries oxygenated blood.,"It is a large, yet short vein that carries de-oxygenated blood from the upper half of the body to the hearts right atrium."
science-technology,Diarthrosis joints permit a variety of movement and can be divided into six classes. The femur and hip connection would be considered which joint class?,0,"Ball-and-socket joint (enarthrosis, spheroidal joint)",Hinge joint (ginglymus),"Pivot joint (trochoid joint, rotary joint)","Condyloid joint (condyloid articulation, ellipsoidal joint)"
science-technology,There are twelve apples on a table. You take four. How many apples do you have now?,3,12,8,0,4
science-technology,What is the only number with no reciprocal?,2,1,-1,0,Pi
science-technology,Octo is a prefix meaning eight.  An Octopus has eight legs. An octagon has exactly 8 sides.  An Octogenarian is at least 8 decades old.  What is the eighth month?,1,November,August,October,September
science-technology,How fast is a mile a minute?,3,The speed of the fastest human runner,60 kilometers and hour,60 yards an hour,60 miles an hour
science-technology,"The Shaanxi earthquake is regarded as the deadliest recorded earthquake, killing approximately 830,000 people. It occurred on February 14, 1556 in this country.",3,Thailand,Japan,Russia,China
science-technology,"The theory of plate tectonics explains the movement of lithospheric plates. Tectonics comes from the Greek word tekton, meaning this.",1,one who destroys,one who constructs,one who floats,one who moves
science-technology,"Earthquakes that occur at the boundaries of tectonic plates are called interplate. The less frequent type of earthquakes, called this, occur in the interior of the lithospheric plates.",3,Innerplate,Non-interplate,Ultraplate,Intraplate
science-technology,The Mercalli scale classifies the intensity of earthquakes by examining this aspect.,2,The energy a quake generates,The degree of shift at the Equator,The effects of the earthquake on people and structures,The effect of the earthquake on 1 liter of water spread over a surface of 1 square meter
